Count,Triplet,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10
189,eou,enough,religious,serious,numerous,dangerous,previous,precious,mysterious,generous,resolution
189,etc,electronic,existence,sentence,entrance,destruction,stretched,domestic,electronically,wretched,characteristic
189,liy,likely,military,liberty,quality,policy,literary,library,reality,slightly,liability
189,pst,present,position,pleasant,opposite,presented,presently,posted,priest,represented,punishment
188,cpt,except,copyright,complete,accepted,captain,accept,capital,completely,description,computer
188,cty,country,certainly,society,century,perfectly,directly,exactly,necessity,actually,completely
188,niy,entirely,opportunity,necessity,dignity,anxiety,quantity,electronically,humanity,community,necessarily
188,opt,copyright,property,opportunity,complete,opposite,population,completely,development,computer,adopted
188,sco,second,school,discovered,satisfaction,discover,description,conscious,discovery,destruction,consciousness
187,het,heart,whether,health,hearts,honest,highest,height,punishment,hitherto,characteristic
187,lic,public,electronic,political,policy,delicate,intelligence,license,police,compliance,electronically
187,ndt,understand,condition,understood,conduct,conditions,consideration,understanding,indicate,independent,industry
187,rco,direction,protection,precious,recognized,record,destruction,production,recovered,reflection,directions
187,vet,everything,government,conversation,movement,prevent,events,evidently,event,evident,variety
186,irl,entirely,girls,considerable,directly,particularly,spiritual,circle,fairly,miserable,universal
185,aul,beautiful,natural,particular,particularly,carefully,naturally,actually,fault,absolutely,faithful
185,oeo,conversation,possession,collection,consideration,connection,protection,household,governor,observation,somehow
185,siy,especially,easily,society,simply,necessity,possibly,curiosity,sufficiently,slightly,occasionally
184,epa,especially,prepared,repeated,explained,prepare,explain,explanation,separate,despair,departure
184,pao,passion,companion,population,explanation,companions,pardon,reputation,operation,passions,application
184,tru,through,truth,trouble,struck,trust,distribute,distribution,throughout,truly,distributed
183,mpt,important,attempt,complete,importance,sympathy,empty,completely,computer,attempted,contempt
183,nco,connection,conscious,conclusion,consciousness,melancholy,distinction,conviction,communication,instructions,conception
183,oul,would,could,should,yourself,trouble,ourselves,wonderful,shoulders,shoulder,powerful
183,teo,therefore,attention,afternoon,terror,theory,intention,protection,mysterious,hitherto,territory
182,nsa,understand,necessary,instead,conversation,considerable,instance,instant,consideration,understanding,constant
182,rro,narrow,sorrow,terror,surrounded,horror,error,territory,errors,restrictions,correspondence
181,crl,certainly,scarcely,considerable,particularly,clearly,carefully,control,cruel,careful,circle
181,iec,silence,influence,experience,direction,piece,existence,directly,difference,confidence,evidence
181,ioa,information,important,importance,additional,national,ignorant,ignorance,occasionally,historical,occasional
181,iul,beautiful,particular,individual,difficult,particularly,intellectual,faithful,spiritual,difficulties,singular
181,onu,continued,conduct,wonderful,tongue,consequence,continue,conscious,conclusion,confusion,consciousness
181,ula,particular,particularly,peculiar,popular,population,regular,singular,calculated,publication,vulgar
180,fet,different,effect,perfect,forget,perfectly,sufficient,forest,frequently,affection,features
180,ony,country,money,company,opportunity,ordinary,extraordinary,constantly,strongly,occasionally,electronically
180,tey,immediately,twenty,entirely,completely,absolutely,yesterday,theory,literary,utterly,extremely
179,deo,direction,understood,dangerous,consideration,destroy,description,development,devoted,destroyed,destruction
179,ptt,pretty,important,opportunity,permitted,putting,protection,protect,patient,reputation,apartment
179,rnl,certainly,original,personal,presently,frequently,principal,principle,principles,apparently,friendly
179,uty,country,beauty,opportunity,authority,quietly,frequently,quality,absolutely,curiosity,utterly
178,oec,object,confidence,consequence,collection,countenance,objects,connected,conscience,connection,protection
178,poo,position,possession,portion,population,proposed,proof,provisions,protection,production,philosophy
177,asa,passage,pleasant,associated,satisfaction,assistance,ashamed,occasionally,reasonable,administration,passages
177,ipt,important,importance,description,interrupted,equipment,disposition,independent,disappointed,simplicity,disappointment
177,mra,important,marriage,moral,importance,material,remarkable,admiration,miserable,comfortable,commercial
176,itc,distance,circumstances,political,existence,instance,importance,intellectual,assistance,acquaintance,intelligence
176,nec,necessary,influence,confidence,necessity,consequence,intellectual,sentence,countenance,connected,conscience
176,ntu,nature,continued,natural,century,naturally,intellectual,continue,introduced,interrupted,unfortunate
176,ola,political,dollars,popular,population,compliance,solitary,dollar,complaint,collar,download
176,uil,until,beautiful,quickly,built,building,quietly,sufficiently,guilty,universal,build
175,tct,intellectual,contact,satisfaction,protection,protect,destruction,distinct,distinction,district,instinct
175,tul,beautiful,natural,trouble,particular,particularly,naturally,actually,intellectual,truly,faithful
174,cay,necessary,certainly,company,especially,carry,scarcely,particularly,clearly,carefully,actually
174,ciy,certainly,especially,society,necessity,curiosity,sufficiently,chiefly,occasionally,electronically,community
174,eoa,personal,extraordinary,electronically,reasonable,performance,affectionate,temporary,reproach,professional,international
174,iol,impossible,additional,national,violent,violence,occasionally,seriously,involved,previously,historical
174,nry,country,necessary,nearly,generally,entirely,century,ordinary,angry,naturally,extraordinary
174,rma,information,remained,remain,circumstances,trademark,roman,remains,remarkable,remarked,remaining
174,sry,story,necessary,history,scarcely,sorry,surely,destroy,yesterday,destroyed,discovery
173,epo,expression,report,explanation,description,expedition,reported,reputation,reports,exception,conception
173,iot,without,information,important,importance,innocent,curiosity,violent,ignorant,disposition,misfortune
173,mao,information,companion,imagination,admiration,companions,melancholy,majority,limitation,examination,communication
173,nou,enough,anxious,numerous,dangerous,conscious,introduced,generous,consciousness,unfortunate,announcement
172,aot,about,another,almost,cannot,account,authority,associated,altogether,amount,appointed
172,ful,beautiful,difficult,wonderful,carefully,fully,frequently,powerful,fault,faithful,useful
172,ney,money,necessary,nearly,enemy,generally,entirely,necessity,energy,anxiety,lonely
172,rbl,probably,trouble,considerable,terrible,remarkable,miserable,trembling,comfortable,troubled,agreeable
171,frt,first,forth,different,information,further,front,effort,forget,efforts,fortune
171,nso,conversation,understood,handsome,consideration,conscious,conclusion,confusion,consciousness,constitution,instructions
169,mta,important,circumstances,military,mountains,importance,mountain,material,mistake,mental,comfortable
169,ncl,including,principal,principle,principles,uncle,intellectual,included,conclusion,inclined,melancholy
169,nol,knowledge,noble,national,control,melancholy,involved,novel,undoubtedly,acknowledge,nobles
